,admiración,sorpresa,optimismo,afecto,ira,miedo,tristeza,calma,alegría,odio,asco
167,"{""Username"":""Janice"", ""pronoun"":""el"", ""message"":""Terminé mi proyecto gigante por el que estuve estresado toda la semana. Súper feliz.""}","{""Username"":""Xinyan"", ""pronoun"":""ella"", ""message"":""La sorpresa fue enorme cuando mi amiga me convirtió en el padrino de su boda.""}","{""Username"":""Donvina"", ""pronoun"":""elle"", ""message"":""Fui al gimnasio ayer y tuve un gran entrenamiento y me sentí muy bien después.""}","{""Username"":""Benson"", ""pronoun"":""el"", ""message"":""Me desperté con un niño feliz y sonriente que me dio un gran abrazo.""}","{""Username"":""Yair"", ""pronoun"":""elle"", ""message"":""Después de que me echó tuve que sedarla. Con un maldito tranquilizante para caballos.""}","{""Username"":""Kwame"", ""pronoun"":""elle"", ""message"":""También me sentía ansioso con algunas de las personas sentadas en la sala de espera.""}","{""Username"":""Sanda"", ""pronoun"":""el"", ""message"":""Me sumerjo en un mar de tristeza, sin saber si podré volver a la superficie.""}","{""Username"":""Guomei"", ""pronoun"":""el"", ""message"":""Al practicar mindfulness, logro encontrar un estado de calma y aceptación de mi presente.""}","{""Username"":""Vanilda"", ""pronoun"":""elle"", ""message"":""Una cosa que me hizo feliz fue recibir una revisión anual positiva en el trabajo.""}","{""Username"":""Roca"", ""pronoun"":""elle"", ""message"":""Siento un profundo odio hacia el proceso del neoliberalismo y la privatización de bienes nacionales.""}","{""Username"":""Naya"", ""pronoun"":""ella"", ""message"":""Me dio asco el comportamiento agresivo y descontrolado de algunos fanáticos en el estadio.""}"
168,"{""Username"":""Kizkitza"", ""pronoun"":""el"", ""message"":""Fui al día inaugural de los Orioles y ganaron con un jonrón de Mark Trumbo.""}","{""Username"":""Enar"", ""pronoun"":""ella"", ""message"":""Me sorprendió la reacción de la gente al ver el espectáculo de fuegos artificiales.""}","{""Username"":""Aracelys"", ""pronoun"":""elle"", ""message"":""Jugué algunos videojuegos en mi habitación después de no poder hacerlo por un tiempo.""}","{""Username"":""Angelique"", ""pronoun"":""elle"", ""message"":""¡Bailando y cantando la banda sonora de Trolls con mi hijo de camino a casa!""}","{""Username"":""Nilva"", ""pronoun"":""ella"", ""message"":""Otra tormenta furiosa provocada por mis propias emociones, lo siento por todos. disfruta del trueno""}","{""Username"":""Rus"", ""pronoun"":""el"", ""message"":""Siento miedo cada vez que tengo que enfrentarme a una situación nueva y desconocida.""}","{""Username"":""Wafaa"", ""pronoun"":""ella"", ""message"":""""Siento la tristeza como una sombra pesada que me sigue a dondequiera que voy.""""}","{""Username"":""Mhammad"", ""pronoun"":""ella"", ""message"":""Escuchar música instrumental relajante me ayuda a reducir el estrés y encontrar la calma.""}","{""Username"":""Casiana"", ""pronoun"":""el"", ""message"":""tengo muchas ganas de escribir y sigo sintiendo que no he sido util ese dia""}","{""Username"":""Bacar"", ""pronoun"":""el"", ""message"":""No puedo soportar esa actitud pasivo-agresiva. Me hace odiar a esa persona aún más.""}","{""Username"":""Levi"", ""pronoun"":""elle"", ""message"":""Me dio asco ver las imágenes de una operación quirúrgica, no soporto ver sangre.""}"
169,"{""Username"":""Prisco"", ""pronoun"":""ella"", ""message"":""Subirme a la báscula y ver que he perdido algunos kilos me hizo feliz hoy.""}","{""Username"":""Ivon"", ""pronoun"":""el"", ""message"":""¡Oh, no sabía eso! Me sorprendió enterarme de que mi banda favorita se separó.""}","{""Username"":""Tautvydas"", ""pronoun"":""el"", ""message"":""Siempre busco el lado positivo de las situaciones y eso me llena de optimismo.""}","{""Username"":""Nahir"", ""pronoun"":""ella"", ""message"":""Escuchar mi canción favorita en la radio me hizo sentir lleno de energía y felicidad.""}","{""Username"":""Brita"", ""pronoun"":""el"", ""message"":""presento todos sus dictados sociales para hacerles sentir que soy rebelde hacia su autoridad""}","{""Username"":""Nato"", ""pronoun"":""ella"", ""message"":""El miedo a la soledad me lleva a evitar el rechazo y buscar constantemente compañía.""}","{""Username"":""Irakli"", ""pronoun"":""elle"", ""message"":""Me siento impotente como si quisiera arrojarme y ceder ante la tristeza que intenta devorarme.""}","{""Username"":""Ireneusz"", ""pronoun"":""el"", ""message"":""La lluvia caía fría sobre mis hombros mientras pedaleaba las últimas dos millas hasta casa.""}","{""Username"":""Mehamed"", ""pronoun"":""el"", ""message"":""Digamos que en la tercera cita ambos nos dimos cuenta de que nos habíamos enamorado.""}","{""Username"":""Weirong"", ""pronoun"":""ella"", ""message"":""Soy un ser humano, no un juguete, así que deja de jugar conmigo #WomenSuck""}","{""Username"":""Gladiz"", ""pronoun"":""elle"", ""message"":""Me da asco el olor a tabaco impregnado en la ropa de las personas fumadoras.""}"
170,"{""Username"":""Aissa"", ""pronoun"":""elle"", ""message"":""Mi jefe me elogió ayer por formatear un documento de Word a su gusto.""}","{""Username"":""Wasila"", ""pronoun"":""ella"", ""message"":""¡Increíble pero cierto! Mi vecino ganó la lotería dos veces en un solo año.""}","{""Username"":""Julisa"", ""pronoun"":""elle"", ""message"":""Ser optimista me permite ver el lado positivo de las situaciones y aprender de ellas.""}","{""Username"":""Lassine"", ""pronoun"":""el"", ""message"":""Tuve la oportunidad de conocer a algunos de mis parientes después de mucho tiempo.""}","{""Username"":""Sandor"", ""pronoun"":""el"", ""message"":""Una perra se está quejando con la empresa sobre mí en nuestro lobby lmaooo""}","{""Username"":""Gharib"", ""pronoun"":""elle"", ""message"":""El miedo me invadió al escuchar un fuerte estruendo en medio de la noche.""}","{""Username"":""Oleksiy"", ""pronoun"":""ella"", ""message"":""Sentir que el corazón se rompe en mil pedazos y que nadie más puede repararlo.""}","{""Username"":""Yahiza"", ""pronoun"":""ella"", ""message"":""Tomar una siesta corta durante el día me permite descansar y recuperar la calma.""}","{""Username"":""Stanel"", ""pronoun"":""elle"", ""message"":""Bueno, excepto la pesca. Para ser honesto, odio pescar, pero amo a todos los demás.""}","{""Username"":""Sall"", ""pronoun"":""elle"", ""message"":""Odio cuando la gente deja basura en la calle sin importarles el medio ambiente.""}","{""Username"":""Secundino"", ""pronoun"":""elle"", ""message"":""Me estremecí de asco al ver un animal muerto flotando en el agua hedionda.""}"
171,"{""Username"":""Vladas"", ""pronoun"":""el"", ""message"":""Me alegré cuando finalmente limpié mi jardín para los invitados que vendrán a visitarme pronto.""}","{""Username"":""Neringa"", ""pronoun"":""elle"", ""message"":""Estaba sorprendida cuando mi amiga me regaló un libro firmado por mi autor favorito.""}","{""Username"":""Eulises"", ""pronoun"":""el"", ""message"":""Me di un tiempo para descansar y relajarme, lo cual me hizo sentir renovado.""}","{""Username"":""Ofelio"", ""pronoun"":""elle"", ""message"":""Ayer mi familia y yo instalamos un poste de luz por motivos de seguridad.""}","{""Username"":""Pierre"", ""pronoun"":""elle"", ""message"":""@user ¡Es una verdadera idiota! ¡La gente realmente aterradora la votará para DC en noviembre!""}","{""Username"":""Porfidio"", ""pronoun"":""ella"", ""message"":""La sensación de ser juzgado y rechazado por los demás me produce un intenso miedo.""}","{""Username"":""Maiteder"", ""pronoun"":""ella"", ""message"":""Ver cómo caen las gotas de lluvia por la ventana me provoca una tristeza melancólica.""}","{""Username"":""Keira"", ""pronoun"":""elle"", ""message"":""Encontrar un refugio en la naturaleza es clave para mantener la calma en mi vida.""}","{""Username"":""Jakes"", ""pronoun"":""elle"", ""message"":""Sigo sintiéndome inspirada por la fuerte corredora en la que se ha convertido este año.""}","{""Username"":""Yaiza"", ""pronoun"":""el"", ""message"":""No puedo soportar a las personas que no respetan la privacidad de los demás.""}","{""Username"":""Gurjit"", ""pronoun"":""elle"", ""message"":""Me sentí sumergido en el asco al descubrir lo que sucedía entre las sombras.""}"
172,"{""Username"":""Chiaka"", ""pronoun"":""ella"", ""message"":""Hoy recibí mis calificaciones finales de este trimestre y estoy muy feliz con los resultados.""}","{""Username"":""Benildo"", ""pronoun"":""elle"", ""message"":""¡Guau! No me esperaba que mi mejor amiga organizará una fiesta sorpresa por mi cumpleaños.""}","{""Username"":""Nicol"", ""pronoun"":""elle"", ""message"":""Estoy emocionado porque este fin de semana me voy de viaje con mis amigos.""}","{""Username"":""Remco"", ""pronoun"":""ella"", ""message"":""Escuché a mi hijo decir ""te quiero mucho"" y me emocioné por su afecto.""}","{""Username"":""Shahid"", ""pronoun"":""el"", ""message"":""Me siento egoísta pensando de esta manera, pero a veces me siento muy solo.""}","{""Username"":""Keita"", ""pronoun"":""elle"", ""message"":""No pude evitar sentir miedo al enfrentarme a una fobia que había evitado durante años.""}","{""Username"":""Mballo"", ""pronoun"":""ella"", ""message"":""Cada vez que veo a alguien sufrir, la tristeza se apodera de mi corazón.""}","{""Username"":""Amira"", ""pronoun"":""el"", ""message"":""Al meditar, encuentro un estado de calma y equilibrio en mi mente y cuerpo.""}","{""Username"":""Gligor"", ""pronoun"":""el"", ""message"":""No puedo decirte la alegría que estaba sintiendo mientras sostenía a mi hijo ahora tranquilo.""}","{""Username"":""Mousa"", ""pronoun"":""ella"", ""message"":""No puedo soportar a las personas que solo piensan en el dinero y el poder.""}","{""Username"":""Tullio"", ""pronoun"":""elle"", ""message"":""Sentir el contacto de un insecto rastrero en mi piel me da un intenso asco.""}"
173,"{""Username"":""Nelsy"", ""pronoun"":""el"", ""message"":""Hubo un tiempo en que casi no lograba pagar todas mis facturas a tiempo.""}","{""Username"":""Bill"", ""pronoun"":""ella"", ""message"":""No podía creerlo cuando abrí el regalo y vi el collar que tanto quería.""}","{""Username"":""Speranta"", ""pronoun"":""elle"", ""message"":""¡Viajamos de vacaciones a las Islas Azores en Portugal y disfrutamos de la naturaleza!""}","{""Username"":""Nicolina"", ""pronoun"":""el"", ""message"":""Jugué un poco de Runescape antes de que los niños se despertaran esta mañana.""}","{""Username"":""Anderson"", ""pronoun"":""el"", ""message"":""¡Esto no es justo en absoluto! Siempre me tratan como si no valiera nada.""}","{""Username"":""Selma"", ""pronoun"":""elle"", ""message"":""El sonido de la puerta que se cierra bruscamente me hizo saltar del susto.""}","{""Username"":""Delicias"", ""pronoun"":""ella"", ""message"":""Siento una tristeza inmensa al darme cuenta de que la felicidad es tan efímera.""}","{""Username"":""Frankie"", ""pronoun"":""elle"", ""message"":""Estar rodeado de plantas y naturaleza, me transmiten una sensación de calma y armonía.""}","{""Username"":""Velia"", ""pronoun"":""elle"", ""message"":""Me hizo feliz lavar el barro de mi bicicleta y verla limpia y reluciente.""}","{""Username"":""Maxym"", ""pronoun"":""el"", ""message"":""""Me llena de frustración ver cómo algunas personas disfrutan causando sufrimiento a los demás.""""}","{""Username"":""Sofiane"", ""pronoun"":""elle"", ""message"":""Se me secó la boca cuando ví lo que se encontraba en el inodoro.""}"
174,"{""Username"":""Mihai"", ""pronoun"":""el"", ""message"":""Demostré que alguien que no me gusta estaba equivocado en una discusión (sí, soy mezquino).""}","{""Username"":""Presentacio"", ""pronoun"":""ella"", ""message"":""Mientras caminaba por el bosque, me sorprendió escuchar el canto de un ave muy rara.""}","{""Username"":""Johanny"", ""pronoun"":""elle"", ""message"":""Cada día es una oportunidad para aprender y crecer, eso me llena de optimismo.""}","{""Username"":""Manuel"", ""pronoun"":""ella"", ""message"":""Mi novia consiguió un muy buen trabajo en un hospital cuando trabajaba en mcdonalds antes,""}","{""Username"":""Galo"", ""pronoun"":""elle"", ""message"":""Me molesta cuando alguien interrumpe mis momentos de paz y tranquilidad sin ninguna necesidad.""}","{""Username"":""Dieng"", ""pronoun"":""ella"", ""message"":""El pánico que se apoderó de mí al leer el ultimátum del hombre armado.""}","{""Username"":""Ase"", ""pronoun"":""el"", ""message"":""""La tristeza se refleja en mis ojos, a pesar de sonreír en el exterior.""""}","{""Username"":""Airas"", ""pronoun"":""el"", ""message"":""Al escuchar música clásica suave, puedo entrar en un estado de calma y serenidad.""}","{""Username"":""Osbaldo"", ""pronoun"":""elle"", ""message"":""Estaba feliz de que anoche pude dormir horas completas sin despertarme durante la noche.""}","{""Username"":""Creuza"", ""pronoun"":""el"", ""message"":""No soporto a los corruptos que roban el dinero del pueblo sin ninguna conciencia.""}","{""Username"":""Marbelys"", ""pronoun"":""elle"", ""message"":""Me da asco la autocomplacencia de ciertos líderes políticos y su falta de acción.""}"
175,"{""Username"":""Yijun"", ""pronoun"":""elle"", ""message"":""Me siento maravillado por la perfección y precisión de un bailarín clásico en el escenario.""}","{""Username"":""Flemming"", ""pronoun"":""ella"", ""message"":""Me sorprendí al encontrar un antiguo diario escondido en el ático de mi casa.""}","{""Username"":""Juaquina"", ""pronoun"":""ella"", ""message"":""Mi actitud positiva y optimista me permite ver las situaciones difíciles como oportunidades de crecimiento.""}","{""Username"":""Livia"", ""pronoun"":""elle"", ""message"":""Recibí una carta de amor de mi pareja que me hizo sentir amado y emocionado.""}","{""Username"":""Ondina"", ""pronoun"":""el"", ""message"":""No puedo soportar la indiferencia de las personas hacia los problemas de los demás.""}","{""Username"":""Jatin"", ""pronoun"":""ella"", ""message"":""El miedo a los espacios abiertos y la sensación de vulnerabilidad ante cualquier peligro.""}","{""Username"":""Sofija"", ""pronoun"":""el"", ""message"":""La tristeza me abraza fuerte y no me deja escapar de su opresión. #tristezaeterna""}","{""Username"":""Reinel"", ""pronoun"":""el"", ""message"":""Compartir momentos de silencio con un ser querido me reconforta y me llena de calma.""}","{""Username"":""Wieslawa"", ""pronoun"":""ella"", ""message"":""Recibí un masaje de un profesional que alivió mucho el dolor que estaba experimentando.""}","{""Username"":""Cristelle"", ""pronoun"":""elle"", ""message"":""""El odio hacia los traidores es una emoción que no se puede describir con palabras.""""}","{""Username"":""Erkuden"", ""pronoun"":""elle"", ""message"":""El odio se mezclaba con el asco que sentía por todo lo que nos rodeaba.""}"
176,"{""Username"":""Yazid"", ""pronoun"":""elle"", ""message"":""Mi esposa tuvo su revisión de desempeño en el trabajo y recibió un aumento.""}","{""Username"":""Cenelia"", ""pronoun"":""elle"", ""message"":""Me sorprendió saber que había ganado un viaje todo incluido a un resort de lujo.""}","{""Username"":""Evangelista"", ""pronoun"":""elle"", ""message"":""La lectura de un libro inspirador me llena de optimismo y renueva mis energías.""}","{""Username"":""Leovigildo"", ""pronoun"":""el"", ""message"":""Llevé a mi gato al veterinario porque estaba enfermo pero no era nada grave.""}","{""Username"":""Irasema"", ""pronoun"":""el"", ""message"":""Me encanta cuando la gente hace planes para mí sin incluirme en este proceso #rage""}","{""Username"":""Lesia"", ""pronoun"":""elle"", ""message"":""Sentir miedo al hablar en público me paraliza y me impide expresar mi opinión.""}","{""Username"":""Hamilton"", ""pronoun"":""el"", ""message"":""La tristeza me consume por dentro, como un fuego lento que no se apaga.""}","{""Username"":""Xiaoling"", ""pronoun"":""ella"", ""message"":""La melodía suave de un piano me envuelve en un estado de calma y armonía.""}","{""Username"":""Keke"", ""pronoun"":""el"", ""message"":""Siento que mis subargumentos son más sólidos y apoyo mis afirmaciones mejor que al principio.""}","{""Username"":""Celtia"", ""pronoun"":""elle"", ""message"":""Me molesta que las personas sean irrespetuosas con los demás solo para sentirse superiores.""}","{""Username"":""Gennadiy"", ""pronoun"":""ella"", ""message"":""Estuvo difícil resistir el asco al ver el estado de los alimentos en el refrigerador.""}"
177,"{""Username"":""Magdala"", ""pronoun"":""elle"", ""message"":""He estado tratando de aumentar de peso y he ganado casi libras de músculo.""}","{""Username"":""Pristila"", ""pronoun"":""ella"", ""message"":""¡Wow, no lo esperaba! Mi pareja me acaba de pedir matrimonio en una cena romántica.""}","{""Username"":""Alby"", ""pronoun"":""elle"", ""message"":""La vida me ha enseñado que siempre hay una solución, solo debemos buscarla con optimismo.""}","{""Username"":""Lin"", ""pronoun"":""elle"", ""message"":""Mi familia recogió a nuestro perro más nuevo de la sociedad protectora de animales.""}","{""Username"":""Liwei"", ""pronoun"":""elle"", ""message"":""Siento que este fue un comentario tan grosero y me alegro de que t""}","{""Username"":""Kenza"", ""pronoun"":""ella"", ""message"":""Los ruidos extraños en medio de la noche me ponen los pelos de punta.""}","{""Username"":""Marilu"", ""pronoun"":""elle"", ""message"":""""Mis pensamientos están teñidos de tristeza, como un pincel que se desvanece en colores oscuros.""""}","{""Username"":""Noli"", ""pronoun"":""el"", ""message"":""Me instalé en una hamaca, escuchando el sonido del viento, dándome una sensación de calma.""}","{""Username"":""Yarey"", ""pronoun"":""ella"", ""message"":""el día que recibí la llave de mi apartamento y pudimos entrar en él""}","{""Username"":""Massaer"", ""pronoun"":""el"", ""message"":""Me irrita cuando las personas no tienen respeto por la diversidad y la diferencia.""}","{""Username"":""Rufino"", ""pronoun"":""elle"", ""message"":""Me produjo asco ver como la gente trataba a los inmigrantes con tanto desprecio.""}"
178,"{""Username"":""Llorenç"", ""pronoun"":""ella"", ""message"":""Estoy feliz de que mis niveles de motivación hayan aumentado y estoy haciendo más trabajo.""}","{""Username"":""Damarys"", ""pronoun"":""elle"", ""message"":""Me sorprendió ver cómo mi planta que parecía estar muerta de repente volvió a florecer.""}","{""Username"":""Hayar"", ""pronoun"":""ella"", ""message"":""Estoy emocionado por el próximo concierto al que asistiré, sé que será una experiencia increíble.""}","{""Username"":""Jianzhong"", ""pronoun"":""el"", ""message"":""Ayer conocí a una hermosa chica en una piscina cercana y hablamos durante algún tiempo.""}","{""Username"":""Moncef"", ""pronoun"":""ella"", ""message"":""siento que no puedo soportarlo mas le dije a mi novio y el esta furioso""}","{""Username"":""Bartolomea"", ""pronoun"":""elle"", ""message"":""Cada noche, antes de dormir, el temor a tener pesadillas no me deja tranquilo.""}","{""Username"":""Awa"", ""pronoun"":""elle"", ""message"":""Me rompe el corazón sentir tanta tristeza y no poder hacer nada al respecto.""}","{""Username"":""Roumaissa"", ""pronoun"":""el"", ""message"":""Las flores del jardín emitían un aroma suave y relajante, llenando el aire de tranquilidad.""}","{""Username"":""Melody"", ""pronoun"":""elle"", ""message"":""Ven a verme de nuevo dentro de unos meses. ¡Creo que serás un hombre diferente!""}","{""Username"":""Dumitra"", ""pronoun"":""elle"", ""message"":""El senador australiano le dice a la ONU que lo empuje, Australia no aceptará refugiados""}","{""Username"":""Llanos"", ""pronoun"":""ella"", ""message"":""Las imágenes de insectos repugnantes me producen un asco profundo y no puedo ni verlas.""}"
179,"{""Username"":""Wassila"", ""pronoun"":""elle"", ""message"":""El mecánico arregló mi auto más rápido de lo que había previsto el martes pasado.""}","{""Username"":""Yulen"", ""pronoun"":""ella"", ""message"":""No puedo creer que hayas aprendido a hablar otro idioma en solo un mes.""}","{""Username"":""Javid"", ""pronoun"":""el"", ""message"":""Me topé con un viejo álbum de fotos y recordé momentos felices de mi infancia.""}","{""Username"":""Gaspar"", ""pronoun"":""ella"", ""message"":""Celebré el primer cumpleaños de mi gato y le compré varios juguetes y golosinas.""}","{""Username"":""Abdessadek"", ""pronoun"":""elle"", ""message"":""No me siento codicioso de las cosas mundanas, así que no es gran cosa.""}","{""Username"":""Idelisa"", ""pronoun"":""el"", ""message"":""Tengo miedo de enfrentar el rechazo de los demás y de no ser aceptado.""}","{""Username"":""Lica"", ""pronoun"":""ella"", ""message"":""Siento un nudo en mi garganta y lágrimas que amenazan con brotar en cualquier momento.""}","{""Username"":""Sanjeev"", ""pronoun"":""ella"", ""message"":""Compartir momentos de silencio con un ser querido me reconforta y me llena de calma.""}","{""Username"":""Orentino"", ""pronoun"":""elle"", ""message"":""Recibí un paquete en el correo de unos vestidos que estaba esperando que llegaran.""}","{""Username"":""Isaura"", ""pronoun"":""ella"", ""message"":""Me indigna ver cómo la corrupción y el nepotismo están presentes en todos los ámbitos.""}","{""Username"":""Nahim"", ""pronoun"":""el"", ""message"":""El pan enmohecido me hizo sentir tanto asco, que tuve miedo de acercarme más.""}"
180,"{""Username"":""Adelaide"", ""pronoun"":""el"", ""message"":""Recibí mi primer salario en mi vida. Me siento admirado de haber logrado este hito.""}","{""Username"":""Nadia"", ""pronoun"":""ella"", ""message"":""¡Dios mío! No puedo creer que estemos en el mismo lugar al mismo tiempo.""}","{""Username"":""Robinson"", ""pronoun"":""ella"", ""message"":""Creo firmemente que las cosas buenas siempre llegan a quienes mantienen una actitud optimista.""}","{""Username"":""Xiangdong"", ""pronoun"":""ella"", ""message"":""Voy a preparar la cena favorita de mi novia esta noche. Me encanta verla sonreír.""}","{""Username"":""Sukhvinder"", ""pronoun"":""elle"", ""message"":""sueño con jeannie todavía podía sentir el agarre violento de sus manos sobre mis hombros""}","{""Username"":""Rodica"", ""pronoun"":""elle"", ""message"":""Cada vez que veo una araña, siento un miedo paralizante que me impide moverme.""}","{""Username"":""Ezekiel"", ""pronoun"":""el"", ""message"":""Ver cómo la falta de recursos impide el desarrollo y el bienestar de una comunidad.""}","{""Username"":""Romaisa"", ""pronoun"":""elle"", ""message"":""En medio del caos, encuentro refugio en la calma que habita en mi interior.""}","{""Username"":""Jairo"", ""pronoun"":""elle"", ""message"":""Escúchame . ¡Podemos juntar el dinero y dárselo a una familia que realmente podría usarlo!""}","{""Username"":""Edelgard"", ""pronoun"":""elle"", ""message"":""Me enoja ver cómo algunas personas menosprecian a los demás por su apariencia física.""}","{""Username"":""Victorico"", ""pronoun"":""el"", ""message"":""Estuve a punto de vomitar por el asco que sentí al examinar aquella herida.""}"
181,"{""Username"":""Cheyenne"", ""pronoun"":""el"", ""message"":""Llegó un pedido que hice para dos clientes y les quedó perfecto. ¡Felicidad y alivio!""}","{""Username"":""Bonosa"", ""pronoun"":""el"", ""message"":""Me sorprendió gratamente encontrar un billete de lotería premiado en el bolsillo de mi chaqueta.""}","{""Username"":""Nassiba"", ""pronoun"":""el"", ""message"":""Cada día es una oportunidad para hacer una diferencia, eso me llena de optimismo.""}","{""Username"":""Ovidi"", ""pronoun"":""ella"", ""message"":""Mi prometido(a) se quedó de su turno en el trabajo para que yo pudiera verlo.""}","{""Username"":""Kalsoom"", ""pronoun"":""elle"", ""message"":""Me enfurece que algunas personas disfruten haciendo sufrir a los demás solo por diversión.""}","{""Username"":""Minervina"", ""pronoun"":""elle"", ""message"":""he dicho esto antes ser madre me ha hecho sentir más vulnerable que nunca antes""}","{""Username"":""Gumersindo"", ""pronoun"":""ella"", ""message"":""La tristeza es como un agujero oscuro en mi corazón que parece no tener fin.""}","{""Username"":""Islam"", ""pronoun"":""ella"", ""message"":""Al observar el vuelo tranquilo de las aves, encuentro inspiración y calma en su libertad.""}","{""Username"":""Hilton"", ""pronoun"":""el"", ""message"":""Siento que mi dinero vale la pena porque a cambio recibo un delicioso cóctel artesanal.""}","{""Username"":""Nikola"", ""pronoun"":""el"", ""message"":""No puedo evitar sentir odio hacia aquellos que maltratan a los animales sin ningún remordimiento.""}","{""Username"":""Sabria"", ""pronoun"":""ella"", ""message"":""Me da asco el olor de los productos de limpieza muy fuertes, es demasiado penetrante.""}"
182,"{""Username"":""Ievgeniia"", ""pronoun"":""ella"", ""message"":""Recibí comentarios positivos de un empleado en el trabajo que complementaban mi estilo de entrenamiento.""}","{""Username"":""Heloisa"", ""pronoun"":""elle"", ""message"":""Qué sorpresa tan agradable encontrarme con mi antiguo compañero de trabajo en la conferencia.""}","{""Username"":""Luzviminda"", ""pronoun"":""ella"", ""message"":""Anoche vi una nueva película de ciencia ficción en el cine y me encantó.""}","{""Username"":""Artemisa"", ""pronoun"":""elle"", ""message"":""Trabajé duro y me sentí satisfecho con los ingresos que proporcionaba a mi familia.""}","{""Username"":""Jenel"", ""pronoun"":""elle"", ""message"":""me siento disgustado con mis celos y debo dejar de tomar ejemplo tan ofensivo""}","{""Username"":""Huan"", ""pronoun"":""elle"", ""message"":""Siento miedo a las alturas y me tiemblan las piernas cuando estoy en lugares elevados.""}","{""Username"":""Getuta"", ""pronoun"":""elle"", ""message"":""A veces siento una tristeza profunda al recordar la pérdida de mis seres queridos.""}","{""Username"":""Willy"", ""pronoun"":""el"", ""message"":""Deja que la energía de la tranquilidad recorra tu cuerpo para disfrutar de la calma.""}","{""Username"":""Guayente"", ""pronoun"":""elle"", ""message"":""Un evento que me hizo feliz fue dormir bien anoche; era muy necesario y refrescante.""}","{""Username"":""Juncal"", ""pronoun"":""elle"", ""message"":""Me enfurece la violencia contra las mujeres y la falta de justicia para ellas.""}","{""Username"":""Marinella"", ""pronoun"":""el"", ""message"":""Esa persona tiene una actitud tan arrogante que solo provoca asco en quienes la rodean.""}"
183,"{""Username"":""Alhaji"", ""pronoun"":""elle"", ""message"":""Quedé fascinado al visitar un observatorio y contemplar las estrellas a través de un telescopio.""}","{""Username"":""Sinziana"", ""pronoun"":""el"", ""message"":""Al abrir la puerta de casa me encontré con una fiesta sorpresa por mi cumpleaños.""}","{""Username"":""Mira"", ""pronoun"":""ella"", ""message"":""Vi un video del programa de graham norton en youtube y realmente me reí.""}","{""Username"":""Aaliyah"", ""pronoun"":""elle"", ""message"":""Me alegró mucho saber que mi papá estaba apadrinando a un niño de otro país.""}","{""Username"":""Mihail"", ""pronoun"":""ella"", ""message"":""Mi corazón arde de ira cuando veo a personas abusando de su poder sin consecuencias.""}","{""Username"":""Jiahui"", ""pronoun"":""elle"", ""message"":""El miedo a la oscuridad me hace dormir con una luz encendida todas las noches.""}","{""Username"":""Jaled"", ""pronoun"":""ella"", ""message"":""La tristeza me inunda cuando pienso en los errores que he cometido en mi vida.""}","{""Username"":""Dalmiro"", ""pronoun"":""elle"", ""message"":""Escuchar música de relajación antes de dormir para alcanzar un estado de calma profundo.""}","{""Username"":""Som"", ""pronoun"":""elle"", ""message"":""Me desperté sintiéndome muy cómoda y descansada, lo cual no es muy común para mí.""}","{""Username"":""Wagner"", ""pronoun"":""el"", ""message"":""No soporto la falta de respeto hacia los animales y el maltrato que sufren.""}","{""Username"":""Ahlalia"", ""pronoun"":""el"", ""message"":""¿Qué clase de hombre era yo, que sentía un profundo asco de mi propia naturaleza?""}"
184,"{""Username"":""Frantisek"", ""pronoun"":""ella"", ""message"":""Quedé fascinado al visitar un observatorio y contemplar las estrellas a través de un telescopio.""}","{""Username"":""Eliberta"", ""pronoun"":""el"", ""message"":""Me sorprendió mucho descubrir que mi profesor de yoga era un reconocido actor de cine.""}","{""Username"":""Hillary"", ""pronoun"":""ella"", ""message"":""Ayer recibí una buena noticia que hizo que todo mi día estuviera lleno de optimismo.""}","{""Username"":""Taufik"", ""pronoun"":""elle"", ""message"":""Preparé una cena que estaba emocionada de hacer y mi familia me felicitó por ello.""}","{""Username"":""Gulzar"", ""pronoun"":""el"", ""message"":""No entiendo cómo alguien puede ser tan insensible ante el sufrimiento de los demás.""}","{""Username"":""Heli"", ""pronoun"":""elle"", ""message"":""Me invade un profundo temor al imaginar estar atrapado en un lugar oscuro y cerrado.""}","{""Username"":""Leonardus"", ""pronoun"":""el"", ""message"":""La tristeza se apodera de mí cuando veo a los más vulnerables sufrir en silencio.""}","{""Username"":""Hassnaa"", ""pronoun"":""el"", ""message"":""En medio del bullicio y el estrés, la calma se convierte en mi refugio secreto.""}","{""Username"":""Wentao"", ""pronoun"":""ella"", ""message"":""Me complace que resistiré hasta que termine estos próximos cuatro turnos de noche con""}","{""Username"":""Tanya"", ""pronoun"":""el"", ""message"":""@user Me encantan los uniformes. Tan elegante en comparación con las mujeres manifestantes histéricas.""}","{""Username"":""Alarico"", ""pronoun"":""el"", ""message"":""Ver a alguien escupir en su plato antes de comer me produce asco y repulsión.""}"
