,index,input,output
12,0.0,"{""Username"":""Emelita"", ""pronoun"":""ella"", ""message"":""Me colocaron en una compañía multinacional con buenos ingresos y estaba feliz por eso.""}","13. ¡Eso es genial, Emelita! Trabajar en una compañía multinacional con buenos ingresos es una gran oportunidad. Me alegra que estés contenta con tu nueva colocación. ¿Cómo te hizo sentir conseguir ese trabajo con buenos ingresos?"
13,0.0,"{""Username"":""Ricarda"", ""pronoun"":""elle"", ""message"":""Completé un curso en línea de bienes raíces de horas que me llevó meses.""}","14. ¡Felicidades, Ricarda! Completar un curso en línea de bienes raíces que te llevó meses es un logro impresionante. Me alegra que hayas perseverado y ahora puedas disfrutar de los frutos de tus esfuerzos. Cuéntame más, ¿cómo te hizo sentir terminar el curso?"
14,0.0,"{""Username"":""Gotzon"", ""pronoun"":""ella"", ""message"":""Encontré un par de pantalones que estaban en oferta y me quedaron muy bien.""}","15. ¡Qué suerte, Gotzon! Encontrar unos pantalones que te quedan bien y están en oferta es una excelente combinación. Me alegra que hayas tenido esa experiencia positiva de compras. ¿Cómo te hizo sentir encontrar esos pantalones que te quedaron tan bien?"
15,0.0,"{""Username"":""Claudino"", ""pronoun"":""el"", ""message"":""Comprar artículos virtuales en un juego móvil y recibir varios de los artículos que quería.""}","16. ¡Qué emocionante, Claudino! Obtener los artículos virtuales que querías en un juego móvil debe ser muy gratificante. Me alegra que hayas tenido esa experiencia positiva. Cuéntame más, ¿cómo te hizo sentir recibir esos artículos?"
16,0.0,"{""Username"":""Prudencio"", ""pronoun"":""ella"", ""message"":""Hice la última parada de metro del día después de bajarme de un vuelo.""}","17. ¡Eso es genial, Prudencio! Llegar a la última parada del metro después de un vuelo es un hito que merece ser celebrado. Me alegra que hayas llegado a tu destino de manera segura. ¿Cómo te hizo sentir completar ese viaje?"
17,0.0,"{""Username"":""Siriman"", ""pronoun"":""ella"", ""message"":""El mes pasado me hizo muy feliz comprar un celular nuevo con mi propio dinero.""}","18. ¡Felicidades, Siriman! Comprar un celular nuevo con tu propio dinero es un logro que merece ser reconocido. Me alegra que hayas podido adquirirlo y disfrutar de sus beneficios. ¿Cómo te hizo sentir tener tu propio celular nuevo?"
18,0.0,"{""Username"":""Leonhard"", ""pronoun"":""ella"", ""message"":""Encontré una moneda de veinticinco centavos en mis pantalones después de lavar la ropa.""}","19. ¡Qué buena sorpresa, Leonhard! Encontrar una moneda de veinticinco centavos en tus pantalones después de lavar la ropa es un pequeño momento de alegría. Me alegra que hayas tenido ese hallazgo inesperado. ¿Cómo te hizo sentir encontrar esa moneda?"
19,0.0,"{""Username"":""Uri"", ""pronoun"":""el"", ""message"":""Comencé mi última pasantía de mi carrera en la facultad de derecho en Nueva York.""}","20. ¡Eso es maravilloso, Uri! Comenzar tu última pasantía en la facultad de derecho en Nueva York es un gran logro. Me alegra que estés emocionado por esta oportunidad. Cuéntame más, ¿cómo te hace sentir dar este paso en tu carrera?"
20,1.0,"{""Username"":""Farrukh"", ""pronoun"":""ella"", ""message"":""Recibí una bonificación muy grande de mis empleadores, una que fue inesperada y muy oportuna.""}","1. ¡Felicitaciones, Farrukh! ¡Eso es maravilloso! Una bonificación inesperada siempre es una gran noticia. Es genial que tus empleadores reconozcan tu arduo trabajo y te recompensen. ¿Cómo te sientes al respecto? ¿Hay algo especial que te gustaría hacer con tu bonificación?"
21,1.0,"{""Username"":""Bettina"", ""pronoun"":""el"", ""message"":""Acabo de aprobar mi examen ITIL. y me preparé para el examen en solo días.""}","2. ¡Felicidades, Bettina! ¡Eso es impresionante! Aprobar un examen en tan poco tiempo es todo un logro. Debe haber requerido mucho esfuerzo y dedicación por tu parte. Estoy emocionado/a por ti. Cuéntame más sobre cómo te preparaste en solo unos días. ¿Tienes algún consejo para compartir con aquellos que también están estudiando para el examen ITIL?"
22,1.0,"{""Username"":""Ailton"", ""pronoun"":""el"", ""message"":""Cuando mi médico me dijo que tenía un nan perfecto, me puse muy feliz.""}","3. ¡Qué alegría, Ailton! Descubrir que estás en perfecto estado de salud es un motivo para celebrar. Me imagino que te ha aliviado mucho saber que estás bien. ¿Cómo te hizo sentir esta noticia? ¿Algún plan emocionante para disfrutar y celebrar tu salud perfecta?"
23,1.0,"{""Username"":""Jessenia"", ""pronoun"":""ella"", ""message"":""Encontrar mi apartamento en un hermoso bloque de terreno con paisajes y buenos vecinos.""}","4. ¡Qué suerte, Jessenia! Encontrar un apartamento en un lugar hermoso con buenos vecinos es un hallazgo maravilloso. El entorno puede tener un gran impacto en nuestra felicidad y bienestar. ¿Qué es lo que más te gusta de tu nuevo vecindario? ¿Tienes alguna historia interesante o divertida para compartir sobre tus vecinos?"
24,1.0,"{""Username"":""Zubair"", ""pronoun"":""ella"", ""message"":""Me alegré cuando supe que podía pagar el alquiler y la factura de la luz.""}","5. ¡Me alegro mucho por ti, Zubair! Poder pagar el alquiler y los servicios es un gran alivio. Seguro que te sientes más tranquilo/a ahora. ¿Cómo te sientes al respecto? ¿Hay alguna otra cosa que te haga especialmente feliz últimamente?"
25,1.0,"{""Username"":""Rytis"", ""pronoun"":""elle"", ""message"":""Descubrí que perdí libras después de un par de semanas de probar un nuevo cambio.""}","6. ¡Eso es increíble, Rytis! Perder libras es un logro fantástico. ¿Cómo te sientes ahora que has experimentado este cambio positivo en tu vida? ¿Hay algún consejo que puedas compartir con aquellos que también están intentando perder peso?"
26,1.0,"{""Username"":""Beniamin"", ""pronoun"":""ella"", ""message"":""Presenté mis impuestos y no debía nada de dinero. Esperaba deber cerca de $.""}","7. ¡Felicidades, Beniamin! No deber dinero después de presentar tus impuestos es un gran alivio. Imagino que haber superado tus expectativas te hace sentir muy bien. ¿Cómo planeas celebrar esta victoria financiera? ¿Hay algo en lo que te gustaría invertir ese dinero extra?"
27,1.0,"{""Username"":""Johnny"", ""pronoun"":""elle"", ""message"":""mis resultados semestrales llegan la semana pasada. Mis amigos y yo tenemos claros nuestros temas.""}","8. ¡Qué bueno, Johnny! Tener claridad sobre tus temas para los resultados semestrales es genial. Poder anticipar lo que vendrá puede ayudarte a prepararte y tener una ventaja. ¿Cómo te sientes al respecto? ¿Tienes algún plan especial para tus estudios junto con tus amigos?"
28,1.0,"{""Username"":""Karlota"", ""pronoun"":""elle"", ""message"":""Mi abuelo siempre ha sido mi mayor fuente de admiración, con su sabiduría y generosidad.""}","9. Es maravilloso, Karlota, tener a tu abuelo como una fuente de admiración. Las personas sabias y generosas pueden enseñarnos mucho en la vida. ¿Cuál es una de las enseñanzas más valiosas que has aprendido de él? ¿Hay alguna historia especial que recuerdes con cariño sobre tu abuelo?"
29,1.0,"{""Username"":""Ayleen"", ""pronoun"":""elle"", ""message"":""Terminé mi proyecto gigante por el que estuve estresado toda la semana. Súper feliz.""}","10. ¡Felicidades, Ayleen! Terminar un proyecto gigante y sentirte feliz y aliviada es un gran logro. El estrés puede ser abrumador, por lo que es genial que hayas superado ese obstáculo con éxito. ¿Qué aprendiste de esta experiencia? ¿Tienes algún consejo para aquellos que pueden estar lidiando con proyectos estresantes?"
30,1.0,"{""Username"":""Precious"", ""pronoun"":""el"", ""message"":""Después de obtener un préstamo personal, he regulado todos los problemas financieros. Sentirse tranquilo.""}","11. Me alegra escuchar eso, Precious. Resolver los problemas financieros y sentirse tranquilo es un gran alivio. ¿Cómo te sientes ahora que has logrado regular tus finanzas? ¿Hay algún consejo que puedas compartir con los demás sobre cómo abordar los problemas financieros y encontrar la tranquilidad?"
31,1.0,"{""Username"":""España"", ""pronoun"":""ella"", ""message"":""Pasé una verificación manual de mi sitio web cuando fue etiquetado falsamente como malware.""}","12. ¡Eso es maravilloso, España! Pasar una verificación manual de tu sitio web y demostrar que fue un error debe haber sido un gran alivio. La confianza en línea es tan importante en estos días. ¿Qué hiciste para resolver esta situación? ¿Hay algo que hayas aprendido de esta experiencia sobre el manejo de incidentes en línea?"
32,1.0,"{""Username"":""Xaqueline"", ""pronoun"":""el"", ""message"":""trabajo muy duro y hacia el este para tomarlo es un movimiento tan emocionante""}","13. ¡Eso suena emocionante, Xaqueline! Trabajar duro y perseguir tus metas es una gran hazaña. ¿Cuál es el siguiente paso después de tomar este emocionante movimiento? ¿Tienes alguna meta o proyecto emocionante en el horizonte?"
33,1.0,"{""Username"":""Boyka"", ""pronoun"":""el"", ""message"":""Calculé mi patrimonio neto y descubrí que estoy ahorrando lo suficiente para la jubilación.""}","14. ¡Enhorabuena, Boyka! Calcular tu patrimonio neto y descubrir que estás ahorrando lo suficiente para la jubilación es una gran noticia. El ahorro es un paso importante para asegurar nuestro futuro financiero. ¿Cómo te sientes al respecto? ¿Hay algún consejo que puedas compartir con aquellos que también están trabajando en aumentar su patrimonio neto?"
34,1.0,"{""Username"":""Juanito"", ""pronoun"":""elle"", ""message"":""Presencié un concierto de música clásica y quedé fascinado por la habilidad del pianista principal.""}","15. ¡Qué maravilloso, Juanito! Asistir a un concierto de música clásica y quedar fascinado por las habilidades del pianista principal es una experiencia increíble. La música puede ser tan inspiradora y conmovedora. ¿Qué te gustó más del concierto? ¿Tienes algún otro concierto al que estés emocionado por asistir en el futuro?"
35,1.0,"{""Username"":""Kateryna"", ""pronoun"":""ella"", ""message"":""Ganó el título de Mr. Perfect en el evento de la oficina ayer, muy feliz.""}","16. ¡Felicidades, Kateryna! Ganar el título de Mr. Perfect en el evento de la oficina es algo para celebrar. Estoy emocionado/a por ti y tu logro. ¿Cómo te sientes con esta victoria? ¿Algún plan emocionante para aprovechar al máximo tu título recién ganado?"
36,1.0,"{""Username"":""Yazmin"", ""pronoun"":""el"", ""message"":""Obtuve un viaje súper gratis al trabajo hoy, código de promoción que encontré en línea""}","17. ¡Eso suena genial, Yazmin! Obtener un viaje gratis al trabajo es una buena noticia. Especialmente cuando puedes aprovechar un código de promoción en línea. ¿Cómo te hizo sentir el ahorro en tu viaje? ¿Hay algo que quieras hacer con ese dinero extra que ahorraste?"
37,1.0,"{""Username"":""Danay"", ""pronoun"":""el"", ""message"":""Pude ser entrevistado por la promoción de artes marciales mixtas más prominente del mundo.""}","18. ¡Qué emocionante, Danay! Ser entrevistado por la promoción de artes marciales mixtas más prominente del mundo es todo un logro. Estoy emocionado/a por ti y tus habilidades en artes marciales mixtas. ¿Cómo te has estado preparando para la entrevista? ¿Algún consejo para aquellos que también están interesados en artes marciales mixtas?"
38,1.0,"{""Username"":""Kadidia"", ""pronoun"":""el"", ""message"":""Obtuve mi color de cabello del color que había estado tratando de obtener durante años.""}","19. ¡Eso es genial, Kadidia! Obtener el color de cabello que siempre has querido es un gran logro. ¿Cómo te sientes al ver el resultado después de tanto tiempo de trabajo para lograrlo? ¿Algún consejo para aquellos que también están tratando de obtener su color de cabello soñado?"
39,1.0,"{""Username"":""Baljinder"", ""pronoun"":""ella"", ""message"":""Fui contratado por una nueva empresa para dar clases en línea a estudiantes de primaria.""}","20. ¡Felicidades, Baljinder! Ser contratado por una nueva empresa para dar clases en línea a estudiantes de primaria suena a una gran oportunidad. ¿Cuál es tu enfoque o método de enseñanza preferido al dar clases en línea? ¿Hay alguna anécdota interesante que puedas compartir sobre tus experiencias de enseñanza en línea?"
40,2.0,"{""Username"":""Socaina"", ""pronoun"":""el"", ""message"":""Fui a un espectáculo de caballos y obtuve muy buenos resultados con mi caballo.""}","¡Eso suena increíble, Socaina! Debe haber sido emocionante presenciar el espectáculo de caballos y obtener buenos resultados con tu caballo. Cuéntame más sobre la experiencia, ¿cómo te sentiste al lograr esos resultados positivos?"
41,2.0,"{""Username"":""Elisabeta"", ""pronoun"":""ella"", ""message"":""Pude lograr todas las cosas en mi lista de tareas pendientes para el día.""}","2. ¡Felicidades, Elisabeta! Lograr todo en tu lista de tareas pendientes en un día es un gran logro. Me alegra que hayas podido completar todo. ¿Qué se siente al alcanzar todas tus metas para el día?"
42,2.0,"{""Username"":""Amada"", ""pronoun"":""el"", ""message"":""Me quedé impresionado al observar la destreza de un alpinista escalando una montaña empinada.""}","3. ¡Wow, Amada! Debe haber sido impresionante presenciar la destreza de un alpinista escalando una montaña empinada. ¿Qué fue lo que más te impresionó de esa experiencia?"
43,2.0,"{""Username"":""Lucinio"", ""pronoun"":""ella"", ""message"":""Comenzando a rehabilitar mi rodilla, y la primera vez que pude ver una mejoría.""}","4. Qué bueno, Lucinio, que estés empezando a ver mejorías en tu rodilla durante la rehabilitación. Eso es un gran paso adelante. ¿Cómo te hace sentir ver esa mejora en tu salud?"
44,2.0,"{""Username"":""Suren"", ""pronoun"":""elle"", ""message"":""Me corté el pelo y me hice mechas hoy después de esperar unos meses.""}","5. ¡Qué emocionante, Suren! A veces esperar para hacer cambios en nuestro cabello puede ser difícil, pero valió la pena cuando finalmente las hiciste. ¿Cómo te sientes con tu nuevo corte de pelo y mechas?"
45,2.0,"{""Username"":""Shaun"", ""pronoun"":""el"", ""message"":""Michael Flynn ha pedido inmunidad a cambio de testificar sobre los lazos con Rusia""}","6. Entiendo que el tema de la inmunidad y los lazos con Rusia puede ser preocupante, Shaun. Si quieres hablar más sobre ello, estoy aquí para escucharte. ¿Hay algo específico que te preocupe o que desees compartir?"
46,2.0,"{""Username"":""Feliks"", ""pronoun"":""ella"", ""message"":""Pronto podré comprar lentes de contacto nuevos, que no he podido conseguir durante mucho tiempo.""}","7. Feliks, me alegra que pronto podrás comprar unos lentes de contacto nuevos. A veces, cuando algo que queremos no está disponible por un tiempo, apreciamos aún más cuando finalmente lo conseguimos. ¿Qué te emociona más de tus nuevos lentes de contacto?"
47,2.0,"{""Username"":""Rym"", ""pronoun"":""ella"", ""message"":""Finalmente terminé las temporadas de Sobrenatural y Dios mío, todas las sensaciones que tenía.""}","8. ¡Enhorabuena, Rym! Ver una serie hasta el final puede ser una experiencia emocionante y satisfactoria. Si quieres hablar sobre las sensaciones que tuviste o cualquier otro aspecto de la serie, estaré encantado de escucharte."
48,2.0,"{""Username"":""Jeferson"", ""pronoun"":""el"", ""message"":""Por fin vendí una caja de cómics de la que hacía tiempo que quería deshacerme.""}","9. ¡Eso es genial, Jeferson! Vender algo que ya no quieres puede ser un gran alivio. ¿Qué te hizo decidirte a finalmente vender esa caja de cómics y cómo te sientes ahora que se ha ido?"
49,2.0,"{""Username"":""Sigfrid"", ""pronoun"":""ella"", ""message"":""Admiré la honestidad y la integridad de un político que lucha contra la corrupción.""}","10. Admirar la honestidad y la integridad de un político es algo digno de celebrar, Sigfrid. Me alegra que hayas presenciado esa lucha contra la corrupción. ¿Hay algo en particular que te haya impactado de esa experiencia?"
50,2.0,"{""Username"":""Armand"", ""pronoun"":""elle"", ""message"":""Me enviaron algunos brazos de reemplazo para el soporte de destino de forma gratuita.""}","11. Qué suerte, Armand, que te hayan enviado brazos de reemplazo para el soporte de destino de forma gratuita. Cuéntame más sobre cómo fue eso y cómo te sientes al tener los brazos de reemplazo ahora."
51,2.0,"{""Username"":""Socrates"", ""pronoun"":""el"", ""message"":""Recibí suficiente financiación para comenzar mi proyecto de investigación en el extranjero este verano.""}","12. ¡Felicidades, Socrates! Obtener financiamiento para tu proyecto de investigación en el extranjero es un logro significativo. ¿Qué te emociona más de comenzar tu proyecto este verano?"
52,2.0,"{""Username"":""Gennaro"", ""pronoun"":""ella"", ""message"":""Tuve una presentación muy exitosa en el trabajo y eso me hizo muy feliz.""}","13. ¡Eso es maravilloso, Gennaro! Tener una presentación exitosa en el trabajo es muy gratificante. ¿Qué te hizo sentir exitosa durante la presentación y cómo te hace sentir ahora?"
53,2.0,"{""Username"":""Reto"", ""pronoun"":""ella"", ""message"":""Compré unos auriculares que había estado esperando que bajaran de precio durante muchas semanas.""}","14. ¡Qué bien, Reto! Esperar para comprar algo y finalmente conseguirlo a un precio más bajo es muy satisfactorio. Cuéntame más sobre tus nuevos auriculares y cómo te hacen sentir."
54,2.0,"{""Username"":""Tamila"", ""pronoun"":""el"", ""message"":""Quedé impresionado al ver a esa persona enfrentar una enfermedad con coraje y optimismo.""}","15. Es inspirador ver a alguien enfrentar una enfermedad con coraje y optimismo, Tamila. ¿Qué te impresionó más de esa persona y cómo te hizo sentir su actitud positiva?"
55,2.0,"{""Username"":""Philomina"", ""pronoun"":""el"", ""message"":""Salí temprano del trabajo y pude ver a mi hermano cuando llegué a casa.""}","16. Es reconfortante poder pasar tiempo con seres queridos, Philomina. Me alegra que hayas podido ver a tu hermano hoy. ¿Qué hicieron juntos y cómo te hizo sentir ese momento especial?"
56,2.0,"{""Username"":""Enetz"", ""pronoun"":""elle"", ""message"":""Finalmente obtuve una nueva correa de reloj que he estado necesitando durante mucho tiempo.""}","17. Me alegra que finalmente hayas conseguido una nueva correa de reloj, Enetz. A veces, pequeñas cosas como esa pueden tener un gran impacto en nuestra vida diaria. ¿Qué te emociona más de tu nueva correa de reloj?"
57,2.0,"{""Username"":""Moukhtar"", ""pronoun"":""elle"", ""message"":""Decoré muy bien la mesa y la silla para una fiesta y todos me apreciaron.""}","18. ¡Eso es genial, Moukhtar! Decorar la mesa y la silla para una fiesta y recibir aprecio por ello es realmente satisfactorio. ¿Qué te inspiró a decorar tan bien y cómo te hizo sentir la apreciación de los demás?"
58,2.0,"{""Username"":""Slavica"", ""pronoun"":""elle"", ""message"":""Recibí una bonificación muy grande de mis empleadores, una que fue inesperada y muy oportuna.""}","19. ¡Felicidades, Slavica! Recibir una bonificación inesperada y oportuna de tus empleadores es una gran noticia. ¿Cómo te hace sentir esta bonificación y en qué planeas usarla?"
59,2.0,"{""Username"":""Fouziya"", ""pronoun"":""elle"", ""message"":""Rompí una racha de derrotas consecutivas en mi juego de computadora favorito, League of Legends.""}","20. Romper una racha de derrotas consecutivas en un juego puede ser muy emocionante, Fouziya. ¿Qué estrategias utilizaste para lograr esa victoria y cómo te hace sentir haber dejado atrás esa racha de derrotas?"
60,4.0,"{""Username"":""Zaina"", ""pronoun"":""el"", ""message"":""Quedé asombrado al observar la belleza y majestuosidad de una cascada gigante en plena naturaleza.""}","¡Wow, Zaina! Debe haber sido increíble presenciar la belleza de esa cascada. ¿Puedes describirme cómo era? Me encantaría escuchar más sobre tu experiencia."
61,4.0,"{""Username"":""Sihan"", ""pronoun"":""elle"", ""message"":""Superé un nivel en un juego en el que había estado trabajando durante un tiempo.""}","2. ¡Felicidades, Sihan! Superar un nivel en un juego en el que has estado trabajando durante un tiempo es una gran victoria. ¿Cómo te sentiste al terminarlo? Cuéntame más sobre el juego y tus logros."
62,4.0,"{""Username"":""Emeteria"", ""pronoun"":""ella"", ""message"":""Abrir una nueva cuenta de cheques en un banco con tarifas mínimas o nulas, hoy.""}","3. Oh, Emeteria, abrir una nueva cuenta de cheques con tarifas mínimas o nulas es una gran noticia. ¿Qué te hizo decidirte a abrir esa cuenta? Me encantaría saber cómo te sentiste al hacerlo."
63,4.0,"{""Username"":""Olegs"", ""pronoun"":""elle"", ""message"":""Pude montar mi caballo viejo favorito que ahora está jubilado, ¡me trae muchos buenos recuerdos!""}","4. Son geniales los buenos recuerdos que te trae montar a tu caballo favorito, Olegs. Especialmente cuando está jubilado, es lindo poder recordar esos momentos especiales. Cuéntame más sobre tus experiencias y por qué es tan significativo para ti."
64,4.0,"{""Username"":""Hongmei"", ""pronoun"":""ella"", ""message"":""Me impresionó la dedicación y esfuerzo de mi amigo para terminar su primer maratón.""}","5. ¡Qué impresionante, Hongmei! Admirar la dedicación y el esfuerzo de un amigo al completar su primer maratón es maravilloso. Cuéntame más sobre tu amigo y cómo fue su experiencia en la carrera."
65,4.0,"{""Username"":""Magin"", ""pronoun"":""elle"", ""message"":""Pude hablar en una conferencia importante y alguien me dijo que hice un gran trabajo.""}","6. ¡Enhorabuena, Magin! Hablar en una conferencia importante es una oportunidad emocionante. ¿Cómo te sentiste al hacerlo? Me encantaría saber más sobre la conferencia y tu participación en ella."
66,4.0,"{""Username"":""Percy"", ""pronoun"":""ella"", ""message"":""Hice un turno de voluntariado trabajando con gatos en la Sociedad Protectora de Animales.""}","7. Eso es increíble, Percy. Hacer un turno de voluntariado trabajando con gatos en la Sociedad Protectora de Animales debe haber sido una experiencia gratificante. ¿Qué te hizo decidirte a hacer voluntariado y cómo fue tu experiencia?"
67,4.0,"{""Username"":""Raj"", ""pronoun"":""el"", ""message"":""Nuestra clase tuvo un concurso de talentos contra estudiantes de último año y ganamos""}","8. ¡Felicidades, Raj! Ganar un concurso de talentos contra estudiantes de último año es un gran logro. ¿Qué talento presentaron en el concurso? Me encantaría saber más detalles sobre tu actuación."
68,4.0,"{""Username"":""Zhijian"", ""pronoun"":""el"", ""message"":""Hoy me alegró saber que obtuve un % en un examen difícil de biología.""}","9. ¡Eso es maravilloso, Zhijian! Obtener un porcentaje alto en un examen difícil de biología es algo para estar orgulloso. ¿Cómo te sentiste cuando supiste sobre tu resultado? Cuéntame más sobre el examen y cómo te preparaste para él."
69,4.0,"{""Username"":""Mbark"", ""pronoun"":""el"", ""message"":""La construcción comenzó en mi patio trasero desde el mes pasado y se ve increíble.""}","10. Mbark, la construcción en tu patio trasero suena emocionante. Me encantaría ver cómo se ve. Cuéntame más sobre el proyecto de construcción y cómo te hace sentir verlo progresar."
70,4.0,"{""Username"":""Lassana"", ""pronoun"":""elle"", ""message"":""Un juego que compré en la escuela secundaria apareció en mi perfil en Xbox inesperadamente.""}","11. ¡Qué sorpresa agradable, Lassana! Encontrar un juego que compraste en la escuela secundaria en tu perfil de Xbox debe haber traído muchos recuerdos. ¿Qué juego fue y cuál fue tu reacción al verlo?"
71,4.0,"{""Username"":""Arezki"", ""pronoun"":""ella"", ""message"":""Asistí a una representación teatral y quedé cautivado por la interpretación de los actores.""}","12. Asistir a una representación teatral y quedar cautivado por la interpretación de los actores suena como una experiencia maravillosa, Arezki. ¿Qué obra de teatro viste y cuál fue tu parte favorita de la actuación? Cuéntame más sobre tu experiencia."
72,4.0,"{""Username"":""Xueying"", ""pronoun"":""ella"", ""message"":""Admiré el coraje y la valentía de esa activista que se enfrenta a los injustos.""}","13. Admiro a las personas valientes y luchadoras, Xueying. ¿Qué injusticias enfrenta esa activista y cómo la apoya en su lucha? Me encantaría escuchar más sobre tu admiración y la historia de la activista."
73,4.0,"{""Username"":""Alonso"", ""pronoun"":""ella"", ""message"":""He estado tratando de aumentar de peso y he ganado casi libras de músculo.""}","14. ¡Felicidades, Alonso! Ganar casi una libra de músculo al tratar de aumentar de peso es un gran logro. ¿Cómo te sientes con tu progreso? ¿Cuál es tu objetivo final? Cuéntame más sobre tu experiencia."
74,4.0,"{""Username"":""Wilberto"", ""pronoun"":""elle"", ""message"":""Compré boletos para ver Ghost in the Shell en IMAX  para mañana por la noche.""}","15. Me alegra saber que compraste boletos para ver Ghost in the Shell en IMAX, Wilberto. ¿Qué te hizo emocionarte por ver esta película? Me encantaría saber más sobre tu anticipación para la noche de mañana."
75,4.0,"{""Username"":""Osiris"", ""pronoun"":""ella"", ""message"":""Me he unido a una nueva empresa y teniendo una mejor experiencia y estoy feliz.""}","16. Me alegro de que te esté yendo bien en tu nueva empresa, Osiris. ¿Qué es lo que más disfrutas sobre tu experiencia allí? Cuéntame más sobre tus logros y cómo te hace sentir estar en un ambiente positivo."
76,4.0,"{""Username"":""Dominico"", ""pronoun"":""elle"", ""message"":""Terminé de estudiar para uno de mis principales exámenes y ahora me siento mucho mejor.""}","17. ¡Eso es genial, Dominico! Terminar de estudiar para un examen importante es un gran alivio. ¿Cómo te sientes ahora que ya has terminado de estudiar? ¿Tienes algún consejo para manejar el estrés durante la preparación?"
