,index,input,output
10,492.0,"{""Username"":""Najia"", ""pronoun"":""elle"", ""message"":""No puedo soportar la vista y el olor de la basura acumulada en las calles, es un asco total.""}","11. Lo entiendo, Najia. La basura acumulada en las calles puede ser realmente desagradable y generarnos un asco total. Es importante cuidar de nuestro entorno para evitar situaciones como esta. ¿Quieres compartir cómo te has sentido al presenciar esta situación?"
11,492.0,"{""Username"":""Isaia"", ""pronoun"":""el"", ""message"":""Ver a personas arrancándose las costras de heridas y comiéndoselas me produce un asco profundo, es una conducta poco saludable.""}","12. Comprendo perfectamente, Isaia. Ver a personas arrancándose las costras de heridas y comiéndoselas puede ser realmente asqueroso. Es importante cuidar de nuestra salud y evitar comportamientos poco saludables. ¿Alguna vez has tenido que lidiar con una situación similar?"
12,492.0,"{""Username"":""Yanka"", ""pronoun"":""elle"", ""message"":""Me ofrecieron beber jugo de una fruta que odiaba cuando era niño y solo olerlo me provocó un gran asco.""}","13. Entiendo cómo te sientes, Yanka. El solo olor del jugo de una fruta que odiabas puede generar un gran asco. A veces, nuestras experiencias pasadas pueden influir en nuestras reacciones. ¿Quieres compartir alguna otra experiencia en la que hayas sentido asco por algo similar?"
13,492.0,"{""Username"":""Yueqin"", ""pronoun"":""elle"", ""message"":""No puedo evitar sentir asco cada vez que se burlan de alguien debido a su apariencia física.""}","14. Comprendo lo que estás diciendo, Yueqin. Es difícil no sentir asco cuando alguien se burla de otra persona por su apariencia física. Es importante recordar que todos somos diferentes y eso es algo hermoso. ¿Quieres hablar más sobre cómo abordar este tipo de situaciones?"
14,492.0,"{""Username"":""Minghua"", ""pronoun"":""ella"", ""message"":""Era exasperante para él tratar de contener el asco mientras limpiaba la cuña de sangre seca de la escalera.""}","15. Entiendo cómo te sentiste, Minghua. Limpiar una cuña de sangre seca puede ser realmente desagradable y generar un asco exasperante. ¿Qué te ayudó a sobrellevar esa situación?"
15,492.0,"{""Username"":""Riaz"", ""pronoun"":""ella"", ""message"":""Delicadamente, me cubrí la nariz con mi camisa para tratar de evitar el nauseabundo y repugnante asco que se difundía.""}","16. Comprendo lo que estás pasando, Riaz. A veces, el olor puede ser tan fuerte y desagradable que es difícil contener el asco. ¿Has encontrado alguna estrategia para manejar este tipo de situaciones?"
16,492.0,"{""Username"":""Evelio"", ""pronoun"":""el"", ""message"":""Los gritos de aquel animal me pusieron la carne de gallina, el asco que sentía era muy intenso.""}","17. Entiendo cómo te sientes, Evelio. Los gritos de un animal pueden ser realmente perturbadores y generar un fuerte asco. ¿Has tenido que enfrentar situaciones similares en el pasado?"
17,492.0,"{""Username"":""Jhoselin"", ""pronoun"":""el"", ""message"":""Me acometió un ataque de náuseas al ver, sentir y olisquear el contenido del cubo de basura.""}","18. Comprendo tu situación, Jhoselin. Ver, sentir y oler el contenido del cubo de basura puede generar un ataque de náuseas y un profundo asco. Recuerda que es importante mantener una buena higiene y cuidar de nuestro entorno. ¿Quieres hablar más sobre cómo te ha afectado esta experiencia?"
18,492.0,"{""Username"":""Szymon"", ""pronoun"":""elle"", ""message"":""Ver cómo alguien escupe en el suelo sin importarle que otras personas puedan pisarlo me provoca una gran repulsión y asco.""}","19. Entiendo perfectamente, Szymon. Ver a alguien escupir en el suelo y no preocuparse por pisarlo puede generar una gran repulsión y asco. Es comprensible que esto te afecte de esa manera. ¿Alguna vez has tenido que confrontar a alguien que hace este tipo de cosas?"
19,492.0,"{""Username"":""Himilce"", ""pronoun"":""el"", ""message"":""Ver cómo alguien se toca los pies y luego toca objetos sin lavarse las manos me produce un asco inmediato.""}","20. Lo entiendo, Himilce. Ver a alguien tocar sus pies y luego objetos sin lavarse las manos puede ser realmente asqueroso e inmediatamente provocarnos un gran asco. ¿Cómo sueles reaccionar en esas situaciones?"
20,491.0,"{""Username"":""Laie"", ""pronoun"":""el"", ""message"":""El olor del cloro en las piscinas me da asco, es demasiado fuerte y me irrita la nariz.""}","1. Entiendo cómo te sientes, el olor del cloro en las piscinas puede resultar muy fuerte e irritante para la nariz. Quizás podrías utilizar una mascarilla para protegerte un poco del olor. ¿Qué otras cosas te disgustan o te generan asco?"
21,491.0,"{""Username"":""Roderick"", ""pronoun"":""elle"", ""message"":""El olor a orina en las calles me resulta sumamente desagradable y me provoca un gran asco.""}",2. Me parece comprensible que el olor a orina en las calles te resulte desagradable y te provoque asco. Es importante recordar que cada persona tiene distintas sensibilidades y lo que resulta desagradable para ti puede no serlo para otros. ¿Alguna vez has tomado alguna medida para evitar ese olor desagradable?
22,491.0,"{""Username"":""Boyan"", ""pronoun"":""el"", ""message"":""Ver cómo alguien tose o estornuda sin cubrirse la boca me genera un gran asco y miedo de contraer alguna enfermedad.""}","3. Puedo entender que te sientas asqueado al ver a alguien toser o estornudar sin cubrirse la boca, especialmente en estos tiempos de preocupación por la propagación de enfermedades. ¿Has pensado en cómo podrías protegerte mejor en esa situación?"
23,491.0,"{""Username"":""Mayalen"", ""pronoun"":""ella"", ""message"":""Ni siquiera los muros de un castillo pueden protegerte del puro asco que se siente al ser testigo de un asesinato.""}","4. Lamento mucho que hayas tenido que presenciar un asesinato, eso puede resultar muy impactante y generar un sentimiento de asco y repulsión. Recuerda que es importante buscar apoyo emocional en momentos difíciles como estos. ¿Te sientes cómoda compartiendo más sobre lo ocurrido?"
24,491.0,"{""Username"":""Jimena"", ""pronoun"":""ella"", ""message"":""Ella no tiene nada que merezca mis celos. No tengo que poner cosas en mi cara y todavía me veo bonita. ¿No lo crees?""}","5. Me alegra escuchar que no sientes celos y que te ves bonita sin necesidad de poner cosas en tu cara. Mantén esa confianza en ti misma, es lo más importante. ¿Qué otras cosas te hacen sentir feliz y segura de ti misma?"
25,491.0,"{""Username"":""Aniceta"", ""pronoun"":""elle"", ""message"":""Me da mucho asco cuando alguien escupe en el suelo y luego alguien pisa el escupitajo sin darse cuenta.""}",6. Es comprensible que te de asco cuando alguien escupe en el suelo y luego alguien lo pisa sin darse cuenta. Es importante que todos tengamos conciencia sobre nuestras acciones y cómo pueden afectar a los demás. ¿Cómo crees que se podría generar más conciencia sobre esto?
26,491.0,"{""Username"":""Ingo"", ""pronoun"":""el"", ""message"":""No puedo evitar experimentar un profundo asco hacia aquellos que solo buscan su propio interés sin importarles el daño que causan.""}",7. Puedo entender tu sensación de asco hacia aquellos que solo buscan su propio interés sin importarles el daño que causan. Es importante rodearse de personas que sean empáticas y consideradas. ¿Conoces a alguien que tenga una actitud opuesta y sea un ejemplo de generosidad y solidaridad?
27,491.0,"{""Username"":""Madina"", ""pronoun"":""ella"", ""message"":""Estaba tan asqueado de ver la sangre y la carne putrefacta que no pude mirar por más tiempo.""}",8. Siento que hayas tenido que presenciar una escena tan desagradable y nauseabunda. El contacto con la sangre y la carne en esa situación puede resultar muy impactante. ¿Quieres hablar más sobre cómo te sentiste después de esa experiencia?
28,491.0,"{""Username"":""Sahraoui"", ""pronoun"":""ella"", ""message"":""El asco me invade cada vez que veo a alguien defraudar a otros por su propio beneficio.""}",9. Es normal sentir asco cuando alguien defrauda a otros por su propio beneficio. El engaño y la deshonestidad pueden ser muy decepcionantes. ¿Te gustaría compartir alguna experiencia personal relacionada con esto?
29,491.0,"{""Username"":""Hipolita"", ""pronoun"":""ella"", ""message"":""Ver a alguien tocando objetos sucios y luego tocándose la cara me produce un profundo asco y preocupación.""}","10. Entiendo cómo te sientes, ver a alguien tocando objetos sucios y luego tocándose la cara puede ser preocupante y producir asco. Es importante mantener una buena higiene y evitar el contacto con cosas sucias. ¿Has tomado alguna medida para protegerte en esas situaciones?"
30,491.0,"{""Username"":""Adonaya"", ""pronoun"":""el"", ""message"":""El sabor de los hongos crudos me produce un asco que no puedo superar, por más que sean considerados deliciosos.""}","11. El sabor de los hongos crudos puede resultar desagradable para algunas personas, cada uno tiene sus propios gustos y preferencias. ¿Hay algún otro alimento que hayas probado y te haya resultado desagradable?"
31,491.0,"{""Username"":""Jonah"", ""pronoun"":""ella"", ""message"":""La visión de las ratas grandes arrastrando entre sus garras una masa viscosa me llenó de intenso asco.""}",12. Comprendo que la visión de las ratas arrastrando algo viscoso haya generado un intenso asco. Es importante recordar que muchos animales tienen un comportamiento diferente al nuestro. ¿Has pensado en qué medidas tomar para evitar encuentros desagradables con este tipo de situaciones?
32,491.0,"{""Username"":""Parvez"", ""pronoun"":""el"", ""message"":""Ver cómo las cucarachas se arrastran por el suelo me da mucho asco, no puedo ni acercarme a ellas.""}","13. Puedo entender que las cucarachas te generen mucho asco, muchas personas sienten lo mismo. Es importante mantener tu entorno limpio y libre de ellas. ¿Has tomado alguna medida para prevenir la aparición de cucarachas en tu hogar?"
33,491.0,"{""Username"":""Idiatou"", ""pronoun"":""ella"", ""message"":""No puedo entender cómo alguien puede sentir placer haciendo daño a los demás, me da un asco tremendo.""}","14. Es desalentador ver cómo algunas personas disfrutan haciendo daño a los demás. Sin embargo, la mayoría de las personas son bondadosas y buscan ayudar a los demás. ¿Te gustaría compartir alguna experiencia positiva en la que hayas sido testigo de altruismo y generosidad?"
34,491.0,"{""Username"":""Adelaido"", ""pronoun"":""elle"", ""message"":""Ver el desconcierto de la gente al ver la mala calidad del producto desprendía una sensación de asco.""}",15. Entiendo cómo te sentiste al ver la mala calidad del producto y el desconcierto de las personas. Puede ser decepcionante cuando algo no cumple con nuestras expectativas. ¿Has encontrado alguna solución o alternativa a esa mala calidad del producto?
35,491.0,"{""Username"":""Cristache"", ""pronoun"":""ella"", ""message"":""Sentir el olor a vómito en un lugar cerrado es sumamente desagradable y me provoca un profundo asco.""}",16. El olor a vómito en un lugar cerrado puede ser muy desagradable y producir un profundo asco. ¿Has encontrado alguna forma de evitar o manejar mejor esa situación cuando se da?
36,491.0,"{""Username"":""Erminio"", ""pronoun"":""el"", ""message"":""Ver cómo alguien arroja las colillas de sus cigarrillos en el suelo me genera una sensación de asco y repugnancia.""}",17. Es comprensible que te genere asco y repugnancia ver cómo alguien arroja las colillas de sus cigarrillos en el suelo. Es importante cuidar el medio ambiente y respetar los espacios compartidos. ¿Has pensado en cómo podrías promover una actitud más consciente respecto a este tema?
37,491.0,"{""Username"":""Abdelmoula"", ""pronoun"":""ella"", ""message"":""Oh, sí, es terrible. Te diré lo más divertido que he visto en China. Es cuando tanta gente trata de subirse a un autobús de la ciudad, y el último tipo está tan apretado que la puerta se presiona fuertemente contra su trasero.""}","18. Entiendo que encuentres esa situación divertida, sin embargo, es importante recordar que el respeto hacia los demás y su intimidad es fundamental. ¿Has vivido alguna situación similar que te haya generado asco o incomodidad?"
38,491.0,"{""Username"":""Nanette"", ""pronoun"":""el"", ""message"":""Tocar una sustancia viscosa y pegajosa sin saber qué es o de dónde proviene me provoca un enorme asco y repulsión.""}",19. Puedo imaginar lo repulsivo que debe ser tocar una sustancia viscosa y pegajosa sin saber su origen. Es importante mantener una buena higiene y evitar el contacto con cosas desconocidas. ¿Hay alguna medida que tomes para protegerte en ese tipo de situaciones?
39,491.0,"{""Username"":""Paulus"", ""pronoun"":""elle"", ""message"":""Me di cuenta de que el asco era incontrolable al ver la línea de sangre en el piso.""}","20. Lamento que hayas tenido que ver esa línea de sangre en el piso, entiendo que haya generado un sentimiento de asco incontrolable. Si necesitas hablar sobre lo que viste, estaré aquí para escucharte."
40,490.0,"{""Username"":""Marion"", ""pronoun"":""ella"", ""message"":""Estaba ahogada en una sensación de repugnancia al ver la mucosidad grisácea en el uñero de mi perro.""}","1. Entiendo cómo te sientes, Marion. Ver esa mucosidad en el uñero de tu perro puede ser realmente desagradable. ¿Cómo te hizo sentir en ese momento?"
41,490.0,"{""Username"":""Loinaz"", ""pronoun"":""elle"", ""message"":""Estaba aterrada por la visión de los insectos grasientos que estaban en la manga de la sartén.""}","2. Loinaz, entiendo lo aterrador que puede ser ver insectos grasientos en la manga de una sartén. ¿Cómo te enfrentaste a esa situación?"
42,490.0,"{""Username"":""Olai"", ""pronoun"":""el"", ""message"":""El ver el contenido de los perecederos me obnubiló el estado de ánimo con un asco atroz.""}","3. Olai, es comprensible que te sientas obnubilado por ese asco. ¿Cómo lograste superar ese estado de ánimo tan desagradable?"
43,490.0,"{""Username"":""Arseni"", ""pronoun"":""elle"", ""message"":""Me dio asco ver cómo alguien se metía el dedo en la nariz y luego lo chupaba, ¡es repugnante!""}","4. Arseni, es absolutamente repugnante ver a alguien hacer eso. ¿Cómo te afectó presenciar esa situación?"
44,490.0,"{""Username"":""Evan"", ""pronoun"":""elle"", ""message"":""La expresión del niño me produjo un asco tan intenso que no pude pasar un punto adelante.""}","5. Evan, puedo imaginar lo intenso que fue ese sentimiento de asco al ver la expresión del niño. ¿Cómo lograste manejar esa intensidad?"
45,490.0,"{""Username"":""Nelsa"", ""pronoun"":""elle"", ""message"":""El sabor del queso azul me produce un fuerte asco, no entiendo cómo a algunas personas les gusta.""}","6. Nelsa, es interesante cómo los sabores pueden afectarnos de manera tan diferente. Sé que no entiendes cómo a algunas personas les gusta el queso azul, pero ¿hay algún otro alimento que te produzca una reacción similar?"
46,490.0,"{""Username"":""Hongmei"", ""pronoun"":""ella"", ""message"":""la estación de comida estaba tan llena como de costumbre. Esperé minutos por mi sándwich, y cuando finalmente lo conseguí, el pollo estaba poco hecho.""}","7. Hongmei, lamento mucho que hayas tenido una mala experiencia en la estación de comida. Sentir asco al encontrar un pollo poco hecho es realmente desagradable. ¿Cómo te sentiste al final de todo?"
47,490.0,"{""Username"":""Shila"", ""pronoun"":""el"", ""message"":""No puedo evitar sentir asco cuando alguien se saca los mocos y los guarda en el bolsillo.""}","8. Shila, es comprensible que sientas asco cuando alguien se saca los mocos y los guarda en el bolsillo. ¿Cómo sueles reaccionar cuando te encuentras con situaciones como esta?"
48,490.0,"{""Username"":""Babil"", ""pronoun"":""elle"", ""message"":""Ver cómo alguien se mete el dedo en la nariz y luego se lo lleva a la boca me da asco.""}","9. Babil, es realmente desagradable ver a alguien llevarse el dedo después de tocar la nariz a la boca. ¿Cómo te hizo sentir presenciar esa situación?"
49,490.0,"{""Username"":""Sorin"", ""pronoun"":""el"", ""message"":""Ver cómo alguien se rasca la cabeza llena de caspa y luego toca objetos me da asco.""}","10. Sorin, ver a alguien con caspa rascarse la cabeza y luego tocar objetos es definitivamente algo asqueroso. ¿Cómo logras superar esa sensación de asco?"
50,490.0,"{""Username"":""Licesio"", ""pronoun"":""el"", ""message"":""El descubrir que habían olvidado la comida en el refrigerador por meses me produjo un asco insuperable.""}","11. Licesio, es totalmente comprensible que descubrir comida olvidada en el refrigerador por meses te produzca un asco insuperable. ¿De qué manera lidias con ese tipo de situaciones?"
51,490.0,"{""Username"":""Petras"", ""pronoun"":""el"", ""message"":""Como por encanto el infernal aroma comenzó a extenderse por la ciudad, llenándolo a él de asco.""}","12. Petras, el olor puede ser bastante desagradable y producir una fuerte sensación de asco. ¿Cómo afrontaste ese olor en la ciudad?"
52,490.0,"{""Username"":""Melania"", ""pronoun"":""elle"", ""message"":""Ver cómo una persona escupe en la comida sin importarle quién la consuma me produce una sensación de asco y repulsión incontrolables.""}","13. Melania, ver a alguien escupir en la comida sin importarle quién la consume es realmente asqueroso y repulsivo. ¿Cómo logras gestionar esa sensación de asco incontrolable?"
53,490.0,"{""Username"":""Joan"", ""pronoun"":""el"", ""message"":""Me produce asco ver cómo alguien escupe en la comida de los demás sin que se den cuenta.""}","14. Joan, es realmente desagradable ver a alguien escupiendo en la comida de los demás sin que se den cuenta. ¿Cómo sueles reaccionar ante este tipo de situaciones?"
54,490.0,"{""Username"":""Urko"", ""pronoun"":""ella"", ""message"":""Me da asco pensar en lo que podría haber pasado si no me hubiera alejado a tiempo.""}","15. Urko, es comprensible que sientas asco al pensar en las posibles consecuencias de no haberte alejado a tiempo. ¿Cómo logras mantener la calma en situaciones así?"
55,490.0,"{""Username"":""Zoa"", ""pronoun"":""elle"", ""message"":""Me da asco ver la forma en que algunos tratan a los inmigrantes, somos todos seres humanos.""}","16. Zoa, es realmente desagradable ver cómo algunas personas tratan a los inmigrantes. ¿Cómo te haces oír y favoreces la inclusión?"
56,490.0,"{""Username"":""Fabricio"", ""pronoun"":""elle"", ""message"":""De repente, una mosca salió volando frente a mí, lo que me produjo una profunda sensación de asco.""}","17. Fabricio, una mosca en pleno vuelo puede ser repugnante. ¿Cómo logras superar esa sensación de asco cuando te encuentras con insectos o situaciones similares?"
57,490.0,"{""Username"":""Nana"", ""pronoun"":""ella"", ""message"":""Dupliqué mi paso cada vez que pasaba por una boca de alcantarilla para no sentir el hedor nauseabundo.""}","18. Nana, entiendo cómo te sientes al pasar por una boca de alcantarilla y tener que lidiar con el hedor nauseabundo. ¿Cómo manejas esa situación para no dejar que afecte tu estado de ánimo?"
58,490.0,"{""Username"":""Iracema"", ""pronoun"":""el"", ""message"":""Observar la adicción a las drogas y el deterioro físico y mental que causa me produce un asco incontrolable.""}","19. Iracema, la adicción a las drogas y el deterioro físico y mental que causa puede ser realmente asqueroso de presenciar. ¿Cómo te ayuda a ti ayudar a los demás a superar esta situación?"
59,490.0,"{""Username"":""Zora"", ""pronoun"":""ella"", ""message"":""Me da mucho asco cuando alguien escupe en el agua de una piscina y luego la traga sin darse cuenta.""}","20. Zora, es absolutamente asqueroso ver a alguien escupir en el agua de una piscina y luego tragarla sin darse cuenta. ¿Qué haces cuando te encuentras con comportamientos desagradables como ese?"
60,489.0,"{""Username"":""Fortunata"", ""pronoun"":""elle"", ""message"":""El sabor de las espinas de pescado me dio tanto asco que nunca más lo volví a probar.""}","1. Entiendo cómo te sentiste al probar ese sabor tan desagradable. A veces, ciertos alimentos pueden provocar sensaciones de asco y es normal no querer volver a probarlos. ¿Hay algún otro alimento que hayas probado y te haya encantado?"
61,489.0,"{""Username"":""Tibor"", ""pronoun"":""el"", ""message"":""Aquel líquido oscuro y maloliente que corría por aquella canal provocó una inmediata sensación de asco en el visitante.""}",2. Me imagino lo incómodo que fue para el visitante esa sensación de asco al ver ese líquido oscuro y maloliente. ¿Cómo reaccionó el visitante ante eso?
62,489.0,"{""Username"":""Firmo"", ""pronoun"":""elle"", ""message"":""Estaba tan asqueado de tener que tocar aquel objeto repugnante que sólo pude conscientemente contener mi asco.""}","3. Es comprensible que te hayas sentido asqueado al tener que tocar algo tan repugnante. A veces, debemos hacer un esfuerzo consciente para contener esa sensación desagradable. ¿Qué hiciste para superar ese momento?"
63,489.0,"{""Username"":""Edelio"", ""pronoun"":""elle"", ""message"":""Sentir el sabor de algo demasiado amargo o ácido me resulta asqueroso y me hace hacer muecas.""}","4. El sabor amargo o ácido puede resultar muy desagradable para algunas personas. A veces, el simple acto de hacer muecas nos ayuda a aliviar esa sensación. ¿Tienes alguna técnica específica para combatir ese sabor tan desagradable?"
64,489.0,"{""Username"":""Ramiz"", ""pronoun"":""el"", ""message"":""Ver cómo alguien escarba en su nariz y se come los mocos sin ningún tipo de pudor o asco me resulta completamente repugnante.""}","5. Lo entiendo, ver a alguien comportarse de manera poco higiénica puede ser repugnante. A veces, nos encontramos con situaciones desagradables en la vida cotidiana. ¿Cómo sueles lidiar con este tipo de situaciones?"
65,489.0,"{""Username"":""Gianella"", ""pronoun"":""ella"", ""message"":""Me produce un gran asco ver cómo se desechan toneladas de comida mientras hay personas muriendo de hambre.""}",6. Es realmente desalentador ver cómo se desperdicia comida mientras hay personas que pasan hambre. Puede generar una sensación de impotencia. ¿Has pensado en alguna forma de contribuir para reducir este problema?
66,489.0,"{""Username"":""Ghassan"", ""pronoun"":""elle"", ""message"":""El sabor de los alimentos crudos o poco cocidos me resulta asqueroso y me hace sentir náuseas.""}",7. Es normal que los alimentos crudos o poco cocidos puedan resultar asquerosos para algunas personas y provocar náuseas. ¿Tienes alguna preferencia en cuanto a la forma de cocinar los alimentos?
67,489.0,"{""Username"":""Imperio"", ""pronoun"":""ella"", ""message"":""Sentir la textura húmeda y esponjosa de un moho en el pan me produce un asco intenso.""}","8. Entiendo cómo te sientes al tocar un moho en el pan, es una experiencia desagradable. La textura húmeda y esponjosa puede producir una gran sensación de asco. ¿Has encontrado alguna forma de evitar este tipo de situaciones o de tratar con ellas?"
68,489.0,"{""Username"":""Maddi"", ""pronoun"":""ella"", ""message"":""Estoy asqueado con la idea de lo que me rodea y siento que necesito salir de aquí lo más pronto posible.""}","9. Lamento escuchar que te sientes asqueado con tu entorno actual. A veces, sentirnos así puede llevarnos a buscar cambios en nuestras vidas. ¿Has pensado en qué medidas podrías tomar para salir de esa situación?"
69,489.0,"{""Username"":""Ribana"", ""pronoun"":""ella"", ""message"":""El hedor nauseabundo que salía de la ventana era tan fuerte que produjo en él una inmensa sensación de asco.""}",10. Esa sensación de asco puede ser muy intensa cuando nos encontramos con olores desagradables. ¿Has experimentado alguna vez una situación similar?
70,489.0,"{""Username"":""Crescenciano"", ""pronoun"":""el"", ""message"":""La visión de la antigua comida congelada agitada por el paso del tiempo inmediatamente puso sin aliento a la habitación con sus empujones de asco.""}","11. Las emociones y sensaciones desagradables pueden ser muy intensas, especialmente cuando están relacionadas con la comida. ¿Cómo has aprendido a lidiar con estas sensaciones en el pasado?"
71,489.0,"{""Username"":""Iurii"", ""pronoun"":""el"", ""message"":""Bueno, odio el ruido de la ciudad, pero me encanta estar rodeado de gente perdida. El problema es que no puedes tener mucha gente y tener paz y tranquilidad. Los dos simplemente no van juntos.""}","12. Entiendo cómo te sientes con respecto al ruido de la ciudad y a estar rodeado de mucha gente. A veces, puede resultar complicado encontrar un equilibrio entre la paz y la tranquilidad que buscamos y la cantidad de personas a nuestro alrededor. ¿Qué te ayuda a encontrar momentos de paz y tranquilidad en medio del bullicio de la ciudad?"
72,489.0,"{""Username"":""Naual"", ""pronoun"":""el"", ""message"":""No esperaba sentir un tal grado de asco al ver el lugar en el que me encontraba.""}","13. A veces, nuestras expectativas no se cumplen y eso puede generar una sensación de asco o decepción. ¿Cómo pudiste manejar esa desagradable sorpresa?"
73,489.0,"{""Username"":""Yongjian"", ""pronoun"":""el"", ""message"":""La repulsión que sintió por su comportamiento fue tal que corrió con el fin de alejarse del mal oliente lugar.""}",14. Es comprensible que hayas querido alejarte de un lugar maloliente debido a la repulsión que te generó. ¿Cómo evitas situaciones que pueden resultar desagradables para ti?
74,489.0,"{""Username"":""Montiel"", ""pronoun"":""elle"", ""message"":""Ver a una persona comiendo carne cruda y sangrienta con un gran apetito me provoca asco y repulsión.""}",15. Ver a alguien comer carne cruda puede resultar desagradable para muchas personas. Cada uno tiene sus propias preferencias y gustos culinarios. ¿Cuáles son tus platos favoritos?
75,489.0,"{""Username"":""Aleksandrina"", ""pronoun"":""ella"", ""message"":""Él es perezoso . Traté de ser un buen anfitrión, pero si le das una pulgada, tomará una milla.""}","16. A veces, las diferencias en las expectativas de las personas pueden resultar desafiantes. ¿Cómo manejas los desacuerdos o las diferentes formas de hacer las cosas en situaciones así?"
76,489.0,"{""Username"":""Samael"", ""pronoun"":""elle"", ""message"":""Ver a alguien escupiendo en el suelo o en un lugar público me produce un asco inexplicable.""}",17. Es comprensible que te produzca asco ver a alguien escupir en público. ¿Has pensado en alguna forma de abordar esta situación si te vuelve a ocurrir?
77,489.0,"{""Username"":""Danute"", ""pronoun"":""elle"", ""message"":""Me da asco ver cómo algunas personas desperdician la comida mientras otros padecen hambre en el mundo.""}",18. Es triste ver cómo se desperdicia comida mientras hay personas que no tienen suficiente para comer. ¿Has considerado alguna forma de participar en proyectos o iniciativas que ayuden a reducir el hambre en el mundo?
78,489.0,"{""Username"":""Loana"", ""pronoun"":""el"", ""message"":""Sentir el pelo de alguien en mi comida me da un asco tremendo, ¡qué falta de higiene!""}",19. Sentir pelo de alguien en la comida puede ser muy desagradable y poco higiénico. ¿Tuviste oportunidad de hablar con esa persona sobre lo sucedido?
